# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1280.32
# for k=1.04206e-05 to 1.06897 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:phi_prime             11:H_T_Nb_prime          12:k2gamma_Nb            13:t_g                   14:t_b                   15:t_cdm                 16:t_ur                  17:shear_g               18:pol0_g                19:pol2_g                20:t_tot              
       1.042057218184e-04      -1.417788540623e+00      -1.063341405470e+00      -1.063341405856e+00      -1.417788540021e+00      -1.063341405796e+00      -1.160216898570e+00       6.455672370507e-01       6.008572449394e-01      -1.099305361797e-04       1.660272013814e-07      -6.545819527704e-10       3.347027084386e-07       3.347028511560e-07       3.347087888866e-07       3.346948360254e-07       2.873012092756e-07       6.453561681744e-07       1.290712343591e-07       3.347050620673e-07 
       1.311872312515e-04      -1.417827965966e+00      -1.063370974482e+00      -1.063370975459e+00      -1.417827964458e+00      -1.063370975306e+00      -1.160249161739e+00       6.455657867591e-01       6.008565402045e-01      -1.099532893864e-04       2.495422365332e-07      -9.655780833716e-10       5.304615668119e-07       5.304619061117e-07       5.304762751692e-07       5.304420456729e-07       4.553365036383e-07       1.022807990136e-06       2.045615998463e-07       5.304671942537e-07 
       1.651549391254e-04      -1.417893368800e+00      -1.063420026620e+00      -1.063420029094e+00      -1.417893364994e+00      -1.063420028706e+00      -1.160302683450e+00       6.455627585203e-01       6.008546646651e-01      -1.099859444451e-04       3.861376698698e-07      -1.480863321917e-09       8.407081712539e-07       8.407090053967e-07       8.407449147446e-07       8.406590139488e-07       7.216456009960e-07       1.621010205884e-06       3.242020457461e-07       8.407221746116e-07 
       2.079177497483e-04      -1.418001042462e+00      -1.063500781896e+00      -1.063500788022e+00      -1.418001032933e+00      -1.063500787060e+00      -1.160390797568e+00       6.455569542941e-01       6.008506209809e-01      -1.100200872272e-04       6.006284727785e-07      -2.286990056359e-09       1.332396440412e-06       1.332398491924e-06       1.332486982852e-06       1.332273705790e-06       1.143701171888e-06       2.569061963728e-06       5.138124042231e-07       1.332430727977e-06 
       2.617529387212e-04      -1.418172461585e+00      -1.063629346315e+00      -1.063629361695e+00      -1.418172437632e+00      -1.063629359279e+00      -1.160531078945e+00       6.455475617910e-01       6.008440970461e-01      -1.100862083059e-04       9.493036216283e-07      -3.610828578971e-09       2.111605296029e-06       2.111610437810e-06       2.111832201308e-06       2.111296882588e-06       1.812560209033e-06       4.071503191278e-06       8.143006670844e-07       2.111691109322e-06 
       3.295274261680e-04      -1.418450746356e+00      -1.063838060083e+00      -1.063838098835e+00      -1.418450686134e+00      -1.063838092748e+00      -1.160758817888e+00       6.455310212254e-01       6.008320977176e-01      -1.101785852398e-04       1.508409957237e-06      -5.743440165630e-09       3.346418024894e-06       3.346430981993e-06       3.346990356937e-06       3.345642581919e-06       2.872506159922e-06       6.452437965717e-06       1.290487665553e-06       3.346634812461e-06 
       4.148504506860e-04      -1.418884787775e+00      -1.064163591622e+00      -1.064163688751e+00      -1.418884636591e+00      -1.064163673494e+00      -1.161114032574e+00       6.455065500377e-01       6.008147897275e-01      -1.103311489386e-04       2.383421921844e-06      -9.064990724152e-09       5.303094525050e-06       5.303126948841e-06       5.304527282378e-06       5.301148623932e-06       4.552100932619e-06       1.022528373448e-05       2.045056928761e-06       5.303636583358e-06 
       5.222657744628e-04      -1.419576119780e+00      -1.064682091820e+00      -1.064682335597e+00      -1.419575740137e+00      -1.064682297304e+00      -1.161679834878e+00       6.454668880836e-01       6.007864878369e-01      -1.105683440728e-04       3.774619181413e-06      -1.435339823013e-08       8.403277168821e-06       8.403358542040e-06       8.406872640511e-06       8.398391312361e-06       7.213297577849e-06       1.620311845558e-05       3.240624147865e-06       8.404637088948e-06 
       6.574936551816e-04      -1.420670453243e+00      -1.065502844914e+00      -1.065503456905e+00      -1.420669499902e+00      -1.065503360772e+00      -1.162575523477e+00       6.454043111558e-01       6.007419200897e-01      -1.109468285394e-04       5.977992377147e-06      -2.272904666876e-08       1.331437104319e-05       1.331457525787e-05       1.332339568006e-05       1.330210399922e-05       1.142904550610e-05       2.567300931896e-05       5.134603010778e-06       1.331778395714e-05 
       8.277354706016e-04      -1.422405911592e+00      -1.066804446206e+00      -1.066805982982e+00      -1.422403517674e+00      -1.066805741580e+00      -1.163996110617e+00       6.453047300366e-01       6.006708755527e-01      -1.115447115089e-04       9.470708521439e-06      -3.601216383087e-08       2.109199088566e-05       2.109250371935e-05       2.111465274601e-05       2.106119150398e-05       1.810562327577e-05       4.067087895613e-05       8.134178671070e-06       2.110056170998e-05 
       1.042057218184e-03      -1.425153862842e+00      -1.068865428512e+00      -1.068869287567e+00      -1.425147852314e+00      -1.068868681375e+00      -1.166245871338e+00       6.451471963918e-01       6.005585427805e-01      -1.124920426283e-04       1.499958911432e-05      -5.704263246268e-08       3.340379392715e-05       3.340508117712e-05       3.346069392566e-05       3.332648179115e-05       2.867491863759e-05       6.441357151195e-05       1.288272153126e-05       3.342531643829e-05 
       1.311872312515e-03      -1.429506146742e+00      -1.072129688866e+00      -1.072139380092e+00      -1.429491058723e+00      -1.072137857766e+00      -1.169810064773e+00       6.448973756596e-01       6.003803178736e-01      -1.139923077606e-04       2.375255573084e-05      -9.035638244175e-08       5.287924887624e-05       5.288248095241e-05       5.302212549419e-05       5.268523871643e-05       4.539503543512e-05       1.019744987447e-04       2.039491788731e-05       5.293330875390e-05 
       1.651549391254e-03      -1.435246771251e+00      -1.076435283068e+00      -1.076460064227e+00      -1.435208687294e+00      -1.076456171529e+00      -1.174514547863e+00       6.447760692889e-01       6.005259824781e-01      -1.211336462792e-04       3.758592958400e-05      -1.432263393455e-07       8.358255657628e-05       8.359069860472e-05       8.394215450893e-05       8.309702278032e-05       7.175165448425e-05       1.611797840043e-04       3.223600223866e-05       8.371899424757e-05 
       2.079177497483e-03      -1.445879615460e+00      -1.084410233439e+00      -1.084472910401e+00      -1.445783970707e+00      -1.084463064917e+00      -1.183232725229e+00       6.441979658415e-01       6.002005147244e-01      -1.261115392067e-04       5.943126885576e-05      -2.267688000680e-07       1.320512617150e-04       1.320717211832e-04       1.329545506005e-04       1.308363569529e-04       1.133684085649e-04       2.546750177667e-04       5.093511734796e-05       1.323946313409e-04 
       2.617529387212e-03      -1.463056223967e+00      -1.097293486055e+00      -1.097451212687e+00      -1.462816597653e+00      -1.097426436518e+00      -1.197331557203e+00       6.431901067766e-01       5.995087671474e-01      -1.321990019050e-04       9.386448327028e-05      -3.586674183777e-07       2.082972438564e-04       2.083485717116e-04       2.105637751669e-04       2.052598784932e-04       1.788538486017e-04       4.018129580823e-04       8.036287620195e-05       2.091603372675e-04 
       3.295274261680e-03      -1.490186776058e+00      -1.117643395807e+00      -1.118039428716e+00      -1.489587582187e+00      -1.117977218690e+00      -1.219640525180e+00       6.415834722961e-01       5.983670594149e-01      -1.413959191848e-04       1.479612780914e-04      -5.665205271400e-07       3.276658575636e-04       3.277944265899e-04       3.333475858165e-04       3.200876236559e-04       2.814185555091e-04       6.323096248705e-04       1.264626348873e-04       3.298343353798e-04 
       4.148504506860e-03      -1.532797861217e+00      -1.149606697604e+00      -1.150599657900e+00      -1.531303506802e+00      -1.150443680744e+00      -1.254779664696e+00       6.390488393972e-01       5.965498372503e-01      -1.557525195101e-04       2.325118421497e-04      -8.930249326317e-07       5.131601518989e-04       5.134815681920e-04       5.273846931265e-04       4.943206076860e-04       4.409056846961e-04       9.908438662552e-04       1.981705369287e-04       5.186071764698e-04 
       5.222657744628e-03      -1.599348451008e+00      -1.199532077887e+00      -1.202017912921e+00      -1.595637023781e+00      -1.201627430563e+00      -1.309915713087e+00       6.350620796335e-01       5.936794342149e-01      -1.781380478977e-04       3.635619877336e-04      -1.403207982998e-06       7.979598187198e-04       7.987610198787e-04       8.335016905459e-04       7.514025427978e-04       6.860392933847e-04                     -nan                     -nan       8.116401462876e-04 
       6.574936551816e-03      -1.702412496987e+00      -1.276860660873e+00      -1.283070804258e+00      -1.693255294267e+00      -1.282095296470e+00      -1.395951033763e+00       6.288090169099e-01       5.890795217944e-01      -2.122412383859e-04       5.641649397123e-04      -2.193127236606e-06       1.226629887462e-03       1.228606805367e-03       1.315161429891e-03       1.112676043125e-03       1.111040912382e-03                     -nan                     -nan       1.260979634029e-03 
       8.277354706016e-03      -1.859727670890e+00      -1.394922116253e+00      -1.410385502036e+00      -1.837371716647e+00      -1.407956467419e+00      -1.528934413102e+00       6.190770966569e-01       5.819946243031e-01      -2.648044491362e-04       8.642244498596e-04      -3.401087667915e-06       1.850322748323e-03       1.855192427487e-03       2.069764778326e-03       1.575689713112e-03       1.680120922895e-03                     -nan                     -nan       1.936529983769e-03 
       1.042057218184e-02      -2.094343659983e+00      -1.571066576571e+00      -1.609372273119e+00      -2.040681256535e+00      -1.603355100408e+00      -1.731553956324e+00       6.040776889562e-01       5.709649110633e-01      -3.428091714064e-04       1.297518723076e-03      -5.206912679690e-06       2.704355586535e-03       2.716211732389e-03       3.244010085775e-03       2.058829826799e-03       2.458801993149e-03                     -nan                     -nan       2.920421339240e-03 
       1.311872312515e-02      -2.430750141276e+00      -1.823807051878e+00      -1.917924681655e+00      -2.305407302446e+00      -1.903140404524e+00      -2.033339701417e+00       5.813250737318e-01       5.539584079963e-01      -4.537950092273e-04       1.886449255661e-03      -7.808399096818e-06       3.741170819692e-03       3.769501392161e-03       5.051741906492e-03       2.284941764727e-03       3.413641779147e-03       6.991930070295e-03       1.398595457228e-03       4.281063834709e-03 
       1.651549391252e-02      -2.880644304210e+00      -2.162235771617e+00      -2.390503720882e+00      -2.600596871182e+00      -2.354646712687e+00      -2.467120716696e+00       5.476717333747e-01       5.281663652703e-01      -6.009362662182e-04       2.604541849999e-03      -1.132439504843e-05       4.668251725323e-03       4.733847279547e-03       7.787716524824e-03       1.602761545431e-03       4.290701814769e-03                     -nan                     -nan       6.007837026709e-03 
       2.079177481046e-02      -3.405901005821e+00      -2.558394093760e+00      -3.100731816277e+00      -2.824706076405e+00      -3.015539794255e+00      -3.057296536322e+00       4.998238494964e-01       4.900825608145e-01      -7.726607192834e-04       3.306619131968e-03      -1.554646081258e-05       4.629598024265e-03       4.774349750973e-03       1.181833119097e-02      -1.080696540313e-03       4.332399337135e-03                     -nan                     -nan       7.900843042413e-03 
       2.617516848900e-02      -3.843706354098e+00      -2.891197663029e+00      -4.138149658649e+00      -2.781526263992e+00      -3.942274731530e+00      -3.796662954018e+00       4.358371750121e-01       4.362617767713e-01      -9.261855277072e-04       3.655026083458e-03      -1.945875594212e-05       1.793068117695e-03       2.085914941438e-03       1.750868555101e-02      -6.565023122611e-03       1.889688288530e-03                     -nan                     -nan       9.505259744677e-03 
       3.293535889135e-02      -3.807871112982e+00      -2.871838462243e+00      -5.588355490645e+00      -2.278023553405e+00      -5.161636918621e+00      -4.620715428106e+00       3.580590065848e-01       3.657041720271e-01      -9.776330173642e-04       3.189074500603e-03      -2.067484709741e-05      -6.427524552815e-03      -5.920588939061e-03       2.500915881178e-02      -1.267275017079e-02      -5.447372276504e-03                     -nan                     -nan       1.042121313604e-02 
       4.090566609173e-02      -2.813333977739e+00      -2.134120478341e+00      -7.386467803496e+00      -1.505451790241e+00      -6.561413468503e+00      -5.390894725226e+00       2.799235078531e-01       2.883200096626e-01      -8.512124107909e-04       1.859332514834e-03      -1.629139170028e-05      -1.937734959143e-02      -1.874009381530e-02       3.345626850799e-02      -1.226269414370e-02      -1.737694149261e-02                     -nan                     -nan       1.132094470507e-02 
       4.763320238858e-02      -1.395205644483e+00      -1.072632645361e+00      -8.894549754140e+00      -1.092404714065e+00      -7.665859757261e+00      -5.918175289766e+00       2.289740795670e-01       2.343747374762e-01      -6.544210344759e-04       6.749157636747e-04      -9.203287887155e-06      -2.709764428046e-02      -2.660245817139e-02       3.974992182715e-02      -6.199806555499e-03      -2.499641987995e-02                     -nan                     -nan       1.333470500235e-02 
       5.251082063174e-02      -2.839454341472e-01      -2.361788786204e-01      -9.953575602151e+00      -9.734070158255e-01      -8.427138031429e+00      -6.278517646984e+00       2.004246064941e-01       2.033857866372e-01      -4.981823567648e-04      -3.771720001151e-05      -3.555407464018e-06      -2.750837312059e-02      -2.728843479672e-02       4.375278624621e-02      -2.055173866048e-03      -2.606907277750e-02                     -nan                     -nan       1.599480937564e-02 
       5.653184608250e-02       5.342771880499e-01       3.830705843846e-01      -1.079660247473e+01      -9.380038939863e-01      -9.040466189329e+00      -6.588039203176e+00       1.815823566137e-01       1.829808482242e-01      -3.739232624245e-04      -5.112130783006e-04       6.474271691731e-07      -2.346051119261e-02      -2.354971317544e-02       4.672914094183e-02      -5.313667101711e-04      -2.305280915736e-02      -5.107045610259e-02      -1.024534391537e-02       1.906422875064e-02 
       6.012144609349e-02       1.104944012725e+00       8.180848610961e-01      -1.152379329633e+01      -9.103367705919e-01      -9.585094378421e+00      -6.888505995386e+00       1.678817619563e-01       1.683721720453e-01      -2.709674392903e-04      -8.454965494130e-04       3.654795271108e-06      -1.638189408357e-02      -1.677028186727e-02       4.918236588533e-02      -9.126073423280e-04      -1.718928447580e-02                     -nan                     -nan       2.249649036933e-02 
       6.346902601001e-02       1.451463279038e+00       1.085673665917e+00      -1.217982432857e+01      -8.627317505068e-01      -1.009604046040e+01      -7.198490350396e+00       1.574046741181e-01       1.574416030791e-01      -1.837282577719e-04      -1.074364127226e-03       5.611458109453e-06      -7.168957317297e-03      -7.815456129698e-03       5.133732901429e-02      -2.366811889245e-03      -9.247254665283e-03                     -nan                     -nan       2.626384097091e-02 
       6.667478132654e-02       1.588546671658e+00       1.196225286624e+00      -1.278836040104e+01      -7.886579890285e-01      -1.059162009991e+01      -7.528194223571e+00       1.491639281738e-01       1.490405094724e-01      -1.094590583542e-04      -1.203053256439e-03       6.612485721534e-06       3.420404937175e-03       2.584833673162e-03       5.331636898292e-02      -4.095203255524e-03       1.275256892178e-04                     -nan                     -nan       3.031794957045e-02 
       6.979876663409e-02       1.529612489418e+00       1.159167879747e+00      -1.336363983534e+01      -6.933914553204e-01      -1.108235401781e+01      -7.883682860295e+00       1.425697420705e-01       1.424498340595e-01      -4.712572034505e-05      -1.223464051293e-03       6.736747910145e-06       1.463633093419e-02       1.370616432890e-02       5.519591742575e-02      -5.409806921015e-03       1.029309853505e-02                     -nan                     -nan       3.457176463672e-02 
       7.288041805056e-02       1.291056350972e+00       9.861630721590e-01      -1.391509664198e+01      -5.890792700959e-01      -1.157436245917e+01      -8.268110238864e+00       1.372222519458e-01       1.371700842012e-01       3.180352043174e-06      -1.123220166170e-03       6.065681305598e-06       2.569171415231e-02       2.478385615088e-02       5.702825321147e-02      -5.810246879077e-03       2.056689567295e-02                     -nan                     -nan       3.888752182647e-02 
       7.594752228905e-02       8.944976667509e-01       6.927899004317e-01      -1.444948448608e+01      -4.909221815027e-01      -1.207089100191e+01      -8.682038646212e+00       1.328196794883e-01       1.328292818073e-01       4.065122746072e-05      -8.924681741349e-04       4.693074165244e-06       3.575782197438e-02       3.500682526677e-02       5.885129046164e-02      -5.051506156770e-03       3.021791500972e-02                     -nan                     -nan       4.307148528140e-02 
       7.902080630728e-02       3.683875664499e-01       2.997865090929e-01      -1.497195553020e+01      -4.136358070965e-01      -1.257302488217e+01      -9.123302900848e+00       1.291111882334e-01       1.291357672956e-01       6.414323884537e-05      -5.300711137124e-04       2.732363434069e-06       4.398445639577e-02       4.353525712263e-02       6.069315025929e-02      -3.185687202353e-03       3.847997312766e-02                     -nan                     -nan       4.687664275884e-02 
       8.211648700454e-02      -2.513791526447e-01      -1.664450414027e-01      -1.548664695753e+01      -3.682029186976e-01      -1.308010408796e+01      -9.586850539301e+00       1.258740770409e-01       1.258538442338e-01       7.256697913047e-05      -4.859454061938e-05       3.205783250614e-07       4.953928546230e-02       4.953712332162e-02       6.257458325385e-02      -5.594349637914e-04       4.458248040980e-02       8.813929020370e-02       1.772952221846e-02       5.001599756953e-02 
       8.524778170800e-02      -9.215674259533e-01      -6.738680647399e-01      -1.599700617088e+01      -3.592594014595e-01      -1.359000207585e+01      -1.006466915933e+01       1.229034990327e-01       1.227895350303e-01       6.531503202564e-05       5.223592079685e-04      -2.379482610970e-06       5.166826515403e-02       5.224590272313e-02       6.451012392025e-02       2.246110358547e-03       4.780011014768e-02                     -nan                     -nan       5.218936848934e-02 
       8.842585028584e-02      -1.592531734625e+00      -1.185431855636e+00      -1.650596926454e+01      -3.836327110576e-01      -1.409937369477e+01      -1.054595348496e+01       1.200105766966e-01       1.197820493227e-01       4.266047500473e-05       1.135392892218e-03      -5.179379384007e-06       4.976889160120e-02       5.103045476856e-02       6.650863046714e-02       4.536025926184e-03       4.751508190794e-02                     -nan                     -nan       5.312192514622e-02 
       9.166040793060e-02      -2.210225628332e+00      -1.660514632379e+00      -1.701604858410e+01      -4.305094095046e-01      -1.460395565332e+01      -1.101766682944e+01       1.170268259794e-01       1.166992368935e-01       6.098944528032e-06       1.728032125475e-03      -7.868573475761e-06       4.347776241479e-02       4.548337554184e-02       6.857351520364e-02       5.671157556399e-03       4.329493887973e-02                     -nan                     -nan       5.261397347611e-02 
       9.496013774807e-02      -2.719228982554e+00      -2.057124522199e+00      -1.752936184807e+01      -4.834947442314e-01      -1.509893680427e+01      -1.146552888258e+01       1.138121425949e-01       1.134354386074e-01      -4.145790214794e-05       2.229180782332e-03      -1.022185574452e-05       3.276448655040e-02       3.550922771412e-02       7.070279089026e-02       5.255325807214e-03       3.497707591217e-02                     -nan                     -nan       5.059429235957e-02 
       9.833297660538e-02      -3.066842555531e+00      -2.334910398120e+00      -1.804762677968e+01      -5.244317084689e-01      -1.557942657079e+01      -1.187544369338e+01       1.102645117139e-01       1.099115853809e-01      -9.570037606251e-05       2.569003547036e-03      -1.201174705413e-05       1.801733154733e-02       2.141735391823e-02       7.288911803482e-02       3.292141399591e-03       2.275277618069e-02                     -nan                     -nan       4.716818317738e-02 
       1.017863178803e-01      -3.208307915018e+00      -2.459067732169e+00      -1.857214021082e+01      -5.382886422986e-01      -1.604105087579e+01      -1.223532154753e+01       1.063296880008e-01       1.060778481522e-01      -1.511920217465e-04       2.691058201519e-03      -1.302723189130e-05       1.155179246107e-04       3.995832026639e-03       7.512006377168e-02       2.531610922721e-04       7.242610724255e-03                     -nan                     -nan       4.264894501999e-02 
       1.053271580309e-01      -3.112536758648e+00      -2.404643060195e+00      -1.910375138305e+01      -5.178760403072e-01      -1.648060579511e+01      -1.253700627956e+01       1.020073030142e-01       1.019172710232e-01      -2.019201922584e-04       2.564130769330e-03      -1.309760677263e-05      -1.954162499000e-02      -1.545059111356e-02       7.737859425204e-02      -2.992542814742e-03      -1.045990294919e-02                     -nan                     -nan       3.755829712544e-02 
       1.089622041442e-01      -2.768120311903e+00      -2.161129624159e+00      -1.964285147639e+01      -4.668097986693e-01      -1.689677062826e+01      -1.277809557682e+01       9.735233744036e-02       9.745043469384e-02      -2.420456766611e-04       2.191086012878e-03      -1.212111520907e-05      -3.905957918359e-02      -3.511261578964e-02       7.964411448811e-02      -5.406442660387e-03      -2.878660554860e-02      -3.943506059185e-02      -7.928226551376e-03       3.258969104246e-02 
       1.126979537298e-01      -2.188670151387e+00      -1.736629949158e+00      -2.018938484799e+01      -3.992585597403e-01      -1.729077124166e+01      -1.296325839135e+01       9.247002144740e-02       9.273904757089e-02      -2.667515020980e-04       1.611759715472e-03      -1.009463885590e-05      -5.615515186336e-02      -5.276701994773e-02       8.189412954264e-02      -6.131001797185e-03      -4.576123601684e-02      -7.660588484303e-02      -1.545681250471e-02       2.853093607716e-02 
       1.165407543613e-01      -1.416656421273e+00      -1.160996141012e+00      -2.074289716479e+01      -3.357219401926e-01      -1.766691392779e+01      -1.310477244796e+01       8.750417357399e-02       8.788658318490e-02      -2.730168543889e-04       8.982502871207e-04      -7.139921481771e-06      -6.836056941188e-02      -6.596484303117e-02       8.410669951437e-02      -4.858007727101e-03      -5.915033768980e-02      -1.088463855985e-01      -2.200632796349e-02       2.615532931566e-02 
       1.204968484400e-01      -5.241818564754e-01      -4.867313181268e-01      -2.130261370055e+01      -2.955491387470e-01      -1.803279300266e+01      -1.322196540736e+01       8.261951079934e-02       8.303291501710e-02      -2.601231124545e-04       1.427542156103e-04      -3.517624598693e-06      -7.332949506838e-02      -7.231332689023e-02       8.626335364939e-02      -2.060941949303e-03      -6.670771628174e-02      -1.314834014237e-01      -2.662940830550e-02       2.610162454934e-02 
       1.245724068423e-01       3.902528430640e-01       2.130362164278e-01      -2.186756692388e+01      -2.885824963224e-01      -1.839908012886e+01      -1.333960611571e+01       7.798119847974e-02       7.834195609234e-02      -2.297913825047e-04      -5.588091481308e-04       3.774746950454e-07      -6.924104226893e-02      -6.986670924224e-02       8.835263315168e-02       1.067121933347e-03      -6.651532893648e-02      -1.401339596440e-01      -2.843282953864e-02       2.876377413225e-02 
       1.287735542173e-01       1.209979402699e+00       8.503502334647e-01      -2.243672334847e+01      -3.095528223389e-01      -1.877872058920e+01      -1.348536425993e+01       7.373426955109e-02       7.398136385795e-02      -1.858854118741e-04      -1.122316012355e-03       4.047240041965e-06      -5.524668957045e-02      -5.757524219555e-02       9.037296082375e-02       3.042501979037e-03      -5.738384941692e-02      -1.314594906705e-01      -2.672979843209e-02       3.421580567100e-02 
       1.331063880418e-01       1.814225422577e+00       1.332635189582e+00      -2.300916113699e+01      -3.388383739408e-01      -1.918547939291e+01      -1.368656533197e+01       6.998611105699e-02       7.009648586241e-02      -1.338270487311e-04      -1.485214782711e-03       6.951373617079e-06      -3.192103193535e-02      -3.573163781091e-02       9.233514766496e-02       2.792629061186e-03      -3.927981384616e-02      -1.040420624883e-01      -2.121807023035e-02       4.217328676246e-02 
