# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1279.82
# for k=1.04206e-05 to 1.06897 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:phi_prime             11:H_T_Nb_prime          12:k2gamma_Nb            13:t_g                   14:t_b                   15:t_cdm                 16:t_ur                  17:shear_g               18:pol0_g                19:pol2_g                20:t_tot              
       1.287735542173e-01       1.215326921218e+00       8.545325712877e-01      -2.244340319434e+01      -3.099059758744e-01      -1.878369417095e+01      -1.348964810267e+01       7.372063385068e-02       7.396698541563e-02      -1.854121812731e-04      -1.125475274878e-03       4.068139826008e-06      -5.505874287957e-02      -5.740657730525e-02       9.037929785998e-02       3.050316532266e-03      -5.739883896220e-02      -1.315355144565e-01      -2.674771992299e-02       3.428368378762e-02 
       1.331063880418e-01       1.817298915357e+00       1.335221344191e+00      -2.301597363009e+01      -3.391500737353e-01      -1.919081551848e+01      -1.369153325697e+01       6.997630106471e-02       7.008581655264e-02      -1.333434800402e-04      -1.486218341149e-03       6.961744206142e-06      -3.167435008738e-02      -3.550495252691e-02       9.234123422153e-02       2.778503330015e-03      -3.919138435108e-02      -1.039517172503e-01      -2.120209941694e-02       4.225495091812e-02 
       1.375769930978e-01       2.097094428709e+00       1.577170054180e+00      -2.359116180435e+01      -3.509968922866e-01      -1.963764540132e+01      -1.397236671460e+01       6.678805884730e-02       6.677650901840e-02      -7.944643069915e-05      -1.606608205916e-03       8.591657903634e-06      -1.304396314763e-03      -6.071134237734e-03       9.426879992809e-02       3.000275810186e-04      -1.348566689961e-02      -5.893190367583e-02      -1.209464335572e-02       5.207285196064e-02 
       1.421914527485e-01       1.985713769488e+00       1.523465853344e+00      -2.416870438010e+01      -3.278571499017e-01      -2.013290188757e+01      -1.434766587546e+01       6.415534748607e-02       6.406275802004e-02      -3.021201759698e-05      -1.465859293121e-03       8.609189796716e-06       3.190517388416e-02       2.706025536343e-02       9.619636260916e-02      -3.049440084920e-03       1.654762500950e-02      -1.125346738786e-03      -3.512867289550e-04       6.271945697814e-02 
       1.469558581925e-01       1.472223407703e+00       1.159881213656e+00      -2.474882449894e+01      -2.720245699737e-01      -2.067900796951e+01      -1.482121658567e+01       6.201796012789e-02       6.188687716996e-02       8.143317871812e-06      -1.060172208843e-03       6.907356140831e-06       6.230767033448e-02       5.846512790606e-02       9.816434771341e-02      -5.162803905760e-03       4.619954869379e-02                     -nan                     -nan       7.282324974902e-02 
       1.518763167537e-01       6.191453876415e-01       5.274428980904e-01      -2.533226120171e+01      -2.076883829232e-01      -2.127014199131e+01      -1.538139834897e+01       6.025854548161e-02       6.011665031125e-02       3.016828697384e-05      -4.120835174629e-04       3.686779652112e-06       8.353421925097e-02       8.181933514882e-02       1.002126057716e-01      -4.383788356177e-03       6.976768728365e-02                     -nan                     -nan       8.071435903940e-02 
       1.569589601845e-01      -4.338311654865e-01      -2.733137731702e-01      -2.592019863497e+01      -1.685645101380e-01      -2.189150970327e+01      -1.599867553254e+01       5.871137540003e-02       5.856830928768e-02       3.198134068320e-05       4.077484794761e-04      -5.297116003037e-07       8.975971314432e-02       9.108522547760e-02       1.023725014472e-01      -7.891523668071e-04       8.155940730265e-02                     -nan                     -nan       8.461879280016e-02 
       1.622099539083e-01      -1.483646197723e+00      -1.091106033705e+00      -2.651411280460e+01      -1.756908060029e-01      -2.252059130909e+01      -1.662624820781e+01       5.718163726965e-02       5.704111690179e-02       1.254324077002e-05       1.259138334149e-03      -4.950507320790e-06       7.730736588703e-02       8.207627944201e-02       1.046597528887e-01       3.438709204053e-03       7.727347367281e-02                     -nan                     -nan       8.308344183434e-02 
       1.676355080997e-01      -2.297434496311e+00      -1.747745516825e+00      -2.711550678678e+01      -2.194740401639e-01      -2.313066341882e+01      -1.720601913187e+01       5.547778910347e-02       5.535476235318e-02      -2.488989055140e-05       1.935574307874e-03      -8.638122004648e-06       4.626085630114e-02       5.410040940939e-02       1.070694833360e-01       5.200773083561e-03       5.551605235605e-02                     -nan                     -nan       7.562542260147e-02 
       1.732418914766e-01      -2.664536069622e+00      -2.076620090451e+00      -2.772558352190e+01      -2.618795593525e-01      -2.369656808230e+01      -1.768142201716e+01       5.345570058667e-02       5.338248226146e-02      -7.199164802149e-05       2.214680475071e-03      -1.069581407520e-05       1.577262638531e-03       1.121037179315e-02       1.095748681374e-01       2.815819841344e-03       1.904673891885e-02                     -nan                     -nan       6.340078681912e-02 
       1.790354486702e-01      -2.457582929131e+00      -1.969443188234e+00      -2.834493338264e+01      -2.630065456321e-01      -2.420179295888e+01      -1.801539916261e+01       5.106341080037e-02       5.107457399847e-02      -1.163727962314e-04       1.952978345030e-03      -1.049092232872e-05      -4.690787134694e-02      -3.755056376701e-02       1.121305497706e-01      -2.185098966722e-03      -2.479207443989e-02                     -nan                     -nan       4.947909616991e-02 
       1.850226220252e-01      -1.686737102824e+00      -1.419558787615e+00      -2.897328960164e+01      -2.144161596711e-01      -2.464506763801e+01      -1.820768781926e+01       4.836743480132e-02       4.847170078622e-02      -1.449327536017e-04       1.179440426756e-03      -7.881177566368e-06      -8.607538358191e-02      -7.943401758341e-02       1.146804133350e-01      -5.858517817440e-03      -6.496219545821e-02      -8.757979626043e-02      -1.783165775391e-02       3.829055082338e-02 
       1.912099786823e-01      -5.264178796590e-01      -5.462483273200e-01      -2.960954146112e+01      -1.504310446481e-01      -2.504419295981e+01      -1.830320109791e+01       4.554340053020e-02       4.570898652567e-02      -1.484397568801e-04       1.162716422718e-04      -3.404169425141e-06      -1.028543622455e-01      -1.010258590841e-01       1.171711185513e-01      -4.790623563127e-03      -8.920301512417e-02                     -nan                     -nan       3.425668186633e-02 
       1.976042437960e-01       7.051418817330e-01       4.156655713056e-01      -3.025197138661e+01      -1.226450075770e-01      -2.543460778711e+01      -1.838485258976e+01       4.282663908362e-02       4.298638101948e-02      -1.255370979396e-04      -8.776063823394e-04       1.766685850038e-06      -8.877806934020e-02      -9.266564037078e-02       1.195675913405e-01       3.237244006775e-04      -8.785132063538e-02                     -nan                     -nan       3.994772272935e-02 
       2.042123407534e-01       1.623536375812e+00       1.170197353664e+00      -3.089872689618e+01      -1.493620829515e-01      -2.586124492233e+01      -1.854945004957e+01       4.043544029142e-02       4.052391536975e-02      -8.385471236863e-05      -1.464694865157e-03       6.044433275794e-06      -4.441787950908e-02      -5.304287566547e-02       1.218671509877e-01       4.420458192375e-03      -5.804501690283e-02                     -nan                     -nan       5.469724605745e-02 
       2.110414392950e-01       1.902376827007e+00       1.452773699846e+00      -3.154836734226e+01      -1.912922555714e-01      -2.636444998285e+01      -1.887467748817e+01       3.849795463781e-02       3.849109101417e-02      -3.718817767841e-05      -1.470979094633e-03       7.918126830442e-06       1.825576200084e-02       7.902552480827e-03       1.241061232597e-01       2.961485017437e-03      -6.705568635436e-03                     -nan                     -nan       7.450414143405e-02 
       2.180990124927e-01       1.409455766270e+00       1.136833661119e+00      -3.220034810438e+01      -1.905201522316e-01      -2.696364446897e+01      -1.938957530369e+01       3.701194580754e-02       3.693558090366e-02      -3.739163162944e-07      -9.274597779943e-04       6.577904881453e-06       7.759546850488e-02       6.985331580439e-02       1.263528966027e-01      -2.422908658128e-03       4.957535482652e-02                     -nan                     -nan       9.323100522840e-02 
       2.253929036404e-01       2.984665842094e-01       3.123518320025e-01      -3.285520771771e+01      -1.405969480921e-01      -2.764514884430e+01      -2.005870490018e+01       3.584890487498e-02       3.575058959663e-02       1.541984995021e-05      -1.909488949872e-05       2.404185871922e-06       1.090071118690e-01       1.079730048449e-01       1.286850551383e-01      -4.833558054740e-03       8.899463743886e-02                     -nan                     -nan       1.044097685891e-01 
       2.329314042581e-01      -1.001188075504e+00      -7.093862074995e-01      -3.351438334014e+01      -1.014402908775e-01      -2.836127684924e+01      -2.078478436080e+01       3.479555703504e-02       3.471110304017e-02       5.736232803145e-06       9.644395156735e-04      -2.986095308409e-06       9.549004035691e-02       1.030070871933e-01       1.311574707878e-01      -6.178647819517e-04       9.299370406611e-02                     -nan                     -nan       1.031963653002e-01 
       2.407233446279e-01      -1.927431156814e+00      -1.493503697288e+00      -3.417968297642e+01      -1.225481318869e-01      -2.904524074724e+01      -2.143400373074e+01       3.362313331286e-02       3.357128666997e-02      -2.514330036304e-05       1.640606199912e-03      -7.290897467141e-06       3.796631429123e-02       5.209381653445e-02       1.337760526012e-01       4.551124613211e-03       5.594525839968e-02       1.599575370431e-01       3.405048895399e-02       8.869519874865e-02 
       2.487781985823e-01      -2.031545211819e+00      -1.665949492240e+00      -3.485253254598e+01      -1.664253643530e-01      -2.963948540400e+01      -2.188777694784e+01       3.217552464719e-02       3.217241699760e-02      -6.336334433845e-05       1.625818458271e-03      -8.511215373837e-06      -4.042875299943e-02      -2.538759494290e-02       1.364913359047e-01       2.556937938676e-03      -8.706017858293e-03                     -nan                     -nan       6.635900062706e-02 
       2.571062046854e-01      -1.228340856020e+00      -1.114847655997e+00      -3.553326249878e+01      -1.553387718243e-01      -3.012671555669e+01      -2.211097106968e+01       3.045110238838e-02       3.050616309287e-02      -8.914793287496e-05       8.097910325146e-04      -5.961442385190e-06      -1.012163018412e-01      -9.248378329580e-02       1.392173442103e-01      -4.238597018323e-03      -7.087323262817e-02                     -nan                     -nan       4.792673158797e-02 
       2.657185065082e-01       9.384932669845e-02      -9.798170339522e-02      -3.622093994528e+01      -9.577807064961e-02      -3.054663825782e+01      -2.219584248415e+01       2.862236601814e-02       2.871100920258e-02      -8.726266676644e-05      -3.918676924077e-04      -8.105706588824e-07      -1.089284097360e-01      -1.113387740286e-01       1.418703735608e-01      -4.760815547926e-03      -9.678440011369e-02                     -nan                     -nan       4.583633662251e-02 
       2.746273154496e-01       1.215098391311e+00       8.389664584844e-01      -3.691377245262e+01      -7.902272505693e-02      -3.098345997170e+01      -2.233013157404e+01       2.694829504170e-02       2.701115554712e-02      -5.861638048443e-05      -1.211143578805e-03       4.223449190224e-06      -5.368517326446e-02      -6.603395024070e-02       1.444113632091e-01       2.420136712396e-03      -6.837551449915e-02                     -nan                     -nan       6.388610036902e-02 
       2.838461005488e-01       1.468643406737e+00       1.144012510472e+00      -3.761020133692e+01      -1.239348868034e-01      -3.152257419526e+01      -2.268582640483e+01       2.561528136805e-02       2.561017124661e-02      -2.132675168363e-05      -1.131437376391e-03       6.175621477827e-06       3.602704451104e-02       2.166027769570e-02       1.468737944674e-01       4.394240795757e-03       1.547514016380e-03                     -nan                     -nan       9.243260325282e-02 
       2.933898110478e-01       6.831449882865e-01       6.140172084584e-01      -3.830994946768e+01      -1.327036824310e-01      -3.219565704694e+01      -2.330281422699e+01       2.462178230635e-02       2.456720104112e-02       2.083822048090e-06      -2.959685946993e-04       3.731043676566e-06       1.036600722116e-01       9.790453695571e-02       1.493541567359e-01      -2.782768447150e-03       7.083373910364e-02                     -nan                     -nan       1.141909873350e-01 
       3.032751391992e-01      -6.196958892692e-01      -4.083699390186e-01      -3.901426822636e+01      -7.960831193351e-02      -3.294993893387e+01      -2.405565378139e+01       2.379166232407e-02       2.373823234797e-02      -3.001034005799e-07       7.112685214691e-04      -1.497939110505e-06       9.937756246479e-02       1.082038584947e-01       1.519551781825e-01      -4.139653106852e-03       9.156090984869e-02                     -nan                     -nan       1.157121131163e-01 
       3.135208331363e-01      -1.500968418893e+00      -1.196862432907e+00      -3.972531041153e+01      -7.354024576834e-02      -3.367314724382e+01      -2.472315774615e+01       2.289154592238e-02       2.286905896513e-02      -2.413728059759e-05       1.273215730675e-03      -5.718108571298e-06       2.054882263886e-02       3.940064694646e-02       1.547124346745e-01       3.698658685762e-03       4.522979760280e-02       1.460669723578e-01       3.235274874261e-02       9.556604057236e-02 
       3.241480727269e-01      -1.277112241174e+00      -1.145974784976e+00      -4.044494053899e+01      -1.196765095050e-01      -3.427174214809e+01      -2.512729390667e+01       2.177679899304e-02       2.179160087082e-02      -5.108571675114e-05       9.442162947578e-04      -5.712795656947e-06      -7.502437614217e-02      -5.973951382777e-02       1.575640090815e-01       2.385979505994e-03      -3.585799266344e-02       1.607067907284e-02       4.634933019928e-03       6.772658546416e-02 
       3.351809255536e-01      -1.294518855730e-01      -2.917748261998e-01      -4.117361480671e+01      -9.503763964889e-02      -3.475177382584e+01      -2.528790310910e+01       2.050115121798e-02       2.054535547962e-02      -5.811637981885e-05      -1.406349635139e-04      -1.542171509371e-06      -1.063352130859e-01      -1.069330719887e-01       1.603964264559e-01      -5.617090189617e-03      -8.561950271142e-02      -1.228960794594e-01      -2.623145268627e-02       5.708914717255e-02 
       3.466469059490e-01       9.324584730310e-01       6.236959722788e-01      -4.191032445699e+01      -5.067751707224e-02      -3.522895405869e+01      -2.545799226647e+01       1.929195786286e-02       1.932621221242e-02      -3.780081924769e-05      -9.608433914886e-04       3.190205386119e-06      -4.039554210181e-02      -5.571833970428e-02       1.631353915447e-01       3.013072606572e-04      -5.791903443129e-02      -1.507342457307e-01      -3.365096074098e-02       7.781634168423e-02 
       3.585776680599e-01       9.173139971595e-01       7.509622103383e-01      -4.265420579472e+01      -9.256458713587e-02      -3.583599294498e+01      -2.590619935635e+01       1.834112483459e-02       1.832810023754e-02      -1.060637130367e-05      -6.333164051806e-04       4.122882988875e-06       6.368794234455e-02       4.998083603233e-02       1.658146852736e-01       4.639722237489e-03       2.395133122926e-02      -3.845205438812e-02      -9.828874298466e-03       1.115399351596e-01 
       3.710098752686e-01      -1.312143014267e-01      -2.095813317976e-02      -4.340590309645e+01      -8.986268152830e-02      -3.659086694224e+01      -2.662401670357e+01       1.760712863875e-02       1.757213724037e-02      -3.164336693473e-06       3.513427436685e-04       3.583327243486e-07       9.813072975373e-02       1.026967990647e-01       1.685564061164e-01      -4.769998815167e-03       7.767681125386e-02       1.050737966690e-01       2.251645246769e-02       1.241239776300e-01 
       3.839863045677e-01      -1.042496764586e+00      -8.402169439074e-01      -4.416800171977e+01      -4.450029717856e-02      -3.736194445776e+01      -2.732674398562e+01       1.687642054005e-02       1.686321278370e-02      -1.850220835323e-05       9.010208219425e-04      -3.871616829201e-06       2.068483836593e-02       4.078915189420e-02       1.714573431732e-01       4.310986665896e-04       4.306077449707e-02       1.267689189994e-01       2.902116267901e-02       1.046856189592e-01 
       3.975572682024e-01      -7.527495414052e-01      -7.567427920175e-01      -4.494345125725e+01      -8.841580500675e-02      -3.800247170822e+01      -2.775035723327e+01       1.599326845708e-02       1.600602031061e-02      -3.675661063205e-05       5.019815874777e-04      -3.583395553565e-06      -7.851527342630e-02      -6.547109360249e-02       1.744790345154e-01       3.514158974604e-03      -4.049845355067e-02       1.390768148111e-03       1.843497031380e-03       7.607898733335e-02 
       4.117824701210e-01       3.265490321054e-01       9.263639803738e-02      -4.573380889565e+01      -6.302438457794e-02      -3.853525461007e+01      -2.796019590400e+01       1.502050114033e-02       1.504425085440e-02      -3.448345103412e-05      -4.630234812285e-04       5.980709318660e-07      -6.962537403822e-02      -7.898746499692e-02       1.774966762438e-01      -5.771522864071e-03      -6.624346526785e-02      -1.141593365323e-01      -2.542806650916e-02       7.684640989946e-02 
       4.267334681518e-01       6.915516256460e-01       5.304369227029e-01      -4.653933333180e+01      -4.731489318449e-02      -3.914547386451e+01      -2.834288113020e+01       1.417478587156e-02       1.417597914782e-02      -1.403880742149e-05      -5.656476548201e-04       2.893459904247e-06       3.695165655317e-02       2.134258959524e-02       1.804644170725e-01       4.663434417767e-03       1.711880331577e-03      -6.483743702842e-02      -1.618472288881e-02       1.114951338011e-01 
       4.424969955246e-01      -1.415168688937e-01      -5.216210766552e-02      -4.736148208102e+01      -8.031099852243e-02      -3.992999343162e+01      -2.905143261020e+01       1.351218644293e-02       1.349208218789e-02      -6.914614565923e-06       3.236558357123e-04       9.829201230056e-08       7.783375126628e-02       8.357177644849e-02       1.834886427716e-01      -2.866345415090e-03       6.005642980665e-02       7.211239992868e-02       1.541046621095e-02       1.267541048215e-01 
       4.591795266521e-01      -7.356820066692e-01      -6.508483880472e-01      -4.820439453677e+01      -3.244009330196e-02      -4.073454211357e+01      -2.972688195622e+01       1.284298330313e-02       1.284167786251e-02      -1.956464257622e-05       5.792997309724e-04      -2.938392017231e-06      -1.517258508587e-02       4.614638914543e-03       1.866924263324e-01       9.639958166231e-04       1.342384499059e-02       7.555034859883e-02       1.857965295135e-02       1.024357385491e-01 
       4.769136862524e-01      -6.999852842453e-02      -2.276332004136e-01      -4.907310978959e+01      -7.588001611719e-02      -4.140031709142e+01      -3.010794761189e+01       1.205987817491e-02       1.207116665148e-02      -2.640304887354e-05      -6.326592739637e-05      -8.452950086619e-07      -6.949561551531e-02      -6.992589009188e-02       1.900263218453e-01      -4.339609237037e-04      -5.060090456411e-02      -5.150463306092e-02      -1.066220263931e-02       8.558647804082e-02 
       4.958674609555e-01       4.481523741657e-01       3.065086058066e-01      -4.997150044274e+01      -2.717265189427e-02      -4.207368128641e+01      -3.050811479325e+01       1.130258406235e-02       1.130605585877e-02      -1.380398543073e-05      -4.102764682612e-04       1.778023825204e-06       2.147209690092e-02       7.044452362545e-03       1.933852699721e-01       4.501978992837e-04      -5.980019893077e-03      -5.760283126659e-02      -1.473117614620e-02       1.136219530319e-01 
       5.162577987624e-01      -2.279087813310e-01      -1.598132268007e-01      -5.090419600841e+01      -6.723110916781e-02      -4.293311747938e+01      -3.124651310084e+01       1.067985862657e-02       1.066914066794e-02      -9.303109475520e-06       3.378629503471e-04      -4.737524822351e-07       4.947794628140e-02       5.912155972173e-02       1.968509299497e-01      -2.210728207059e-03       4.223689098168e-02       5.538335513994e-02       1.218607982102e-02       1.261818132566e-01 
       5.383713133218e-01      -3.375201905419e-01      -3.945800619471e-01      -5.187982520079e+01      -3.249745956110e-02      -4.379236980983e+01      -3.188480557050e+01       1.002277011917e-02       1.002753431898e-02      -1.842561224285e-05       1.875977222381e-04      -1.626955924458e-06      -4.506309044470e-02      -3.366880893752e-02       2.005597389381e-01       4.572932848283e-03      -1.871041360676e-02       1.390268381258e-02       4.936168181791e-03       1.008042117846e-01 
       5.625969453813e-01       2.630854418068e-01       1.242842287798e-01      -5.290950634932e+01      -3.487448497273e-02      -4.457880083638e+01      -3.235952961351e+01       9.314712211758e-03       9.318032359337e-03      -1.368586243223e-05      -2.650521172831e-04       9.188494898169e-07       1.330393789700e-03      -1.059006043622e-02       2.044462276908e-01      -5.463355094959e-03      -1.463015321420e-02      -4.731330274695e-02      -1.196786985035e-02       1.132007348842e-01 
       5.894796669082e-01      -2.096068814053e-01      -1.830274186860e-01      -5.400648209980e+01      -5.770327343373e-02      -4.555173380159e+01      -3.314559520651e+01       8.690694815668e-03       8.685336291249e-03      -9.863055612391e-06       2.723484226898e-04      -5.842958970154e-07       2.598724789364e-02       3.681390432027e-02       2.085471346939e-01      -9.881121260375e-04       2.578231478648e-02       3.727111071369e-02       8.507584297933e-03       1.259404236451e-01 
       6.198131882757e-01      -3.974179945232e-03      -1.291849133860e-01      -5.519191207584e+01      -4.550085316538e-02      -4.654249517145e+01      -3.383102031994e+01       8.024133956996e-03       8.027210732579e-03      -1.372045405923e-05      -5.271794332334e-05      -2.642189510564e-07      -3.036542134338e-02      -3.193758499907e-02       2.130371152066e-01       4.720438890499e-03      -2.271401455233e-02      -2.084274184295e-02      -4.140615202781e-03       1.109188651596e-01 
       6.548094466089e-01      -7.730152745872e-02      -9.134533315026e-02      -5.649675845179e+01      -3.601884647644e-02      -4.763642844511e+01      -3.463685795588e+01       7.360530498438e-03       7.358034291748e-03      -8.523337856721e-06       1.183230719357e-04      -1.335342617981e-07       2.403506449888e-02       2.935748189404e-02       2.179334924294e-01       5.512729297769e-03       1.772889225386e-02       1.514582294995e-02       2.893561955617e-03       1.309328111652e-01 
       6.964300593122e-01       4.026203422293e-02      -6.902505119669e-02      -5.796949161035e+01      -4.261493108899e-02      -4.887431416388e+01      -3.551823667709e+01       6.673048045229e-03       6.673962844284e-03      -1.012985644063e-05      -4.750578541903e-05       4.726655690714e-08      -9.600773735550e-03      -1.354271579630e-02       2.234930736519e-01       3.487237233780e-03      -1.119398047406e-02      -1.651719261737e-02      -3.885061910809e-03       1.226479088865e-01 
       7.480862478278e-01      -8.610641607912e-02      -1.616619927606e-01      -5.969107969561e+01      -2.538674516633e-02      -5.034002176002e+01      -3.660195526082e+01       5.959992004932e-03       5.960574526349e-03      -9.226607161071e-06       5.020428064858e-05      -4.152199290732e-07      -1.185536785520e-02      -5.935804325204e-03       2.299730603754e-01      -5.653213934421e-03      -4.076218868968e-03       4.488035953363e-03       1.776912108131e-03       1.253858370123e-01 
       8.162360797327e-01      -6.010421548998e-02      -1.357947955726e-01      -6.180407246904e+01      -3.545651654582e-02      -5.211703604965e+01      -3.789034617973e+01       5.182703150050e-03       5.182565615322e-03      -7.729221250021e-06       5.908106564647e-05      -2.701945099343e-07      -6.303648850237e-03      -1.298759852439e-03       2.379332638981e-01      -3.375665309150e-03      -1.723797876245e-03       3.123673775735e-03       1.173337223870e-03       1.317480983327e-01 
       9.141587234185e-01      -1.296921216522e-02      -9.635772035215e-02      -6.457228812562e+01      -1.818174941931e-02      -5.444421726693e+01      -3.957210713858e+01       4.315396524167e-03       4.315506338178e-03      -6.069913597734e-06       4.853643085419e-06      -6.785938734159e-08       1.198643129905e-03       2.060977665691e-03       2.483635219179e-01       5.725052834979e-03      -3.522103497517e-04      -1.935568803153e-03      -5.938811417719e-04       1.406806812917e-01 
       1.068968311835e+00      -2.006430117339e-02      -1.059056858587e-01      -6.843621555068e+01      -2.381782988482e-02      -5.770268730601e+01      -4.194201386754e+01       3.345130711529e-03       3.344999993695e-03      -4.745760348597e-06       2.861045043605e-05      -8.249369295471e-08       5.528489719311e-04       3.237697654738e-03       2.629245594374e-01       4.117465982355e-03       3.246248250274e-04       9.848867012024e-05      -1.326063607919e-05       1.486324562153e-01 
