# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1280.82
# for k=1.04206e-05 to 1.06897 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:phi_prime             11:H_T_Nb_prime          12:k2gamma_Nb            13:t_g                   14:t_b                   15:t_cdm                 16:t_ur                  17:shear_g               18:pol0_g                19:pol2_g                20:t_tot              
       5.222657744628e-04      -1.419542820656e+00      -1.064657117471e+00      -1.064657360990e+00      -1.419542441491e+00      -1.064657322738e+00      -1.161679949735e+00       6.454750072586e-01       6.007913353892e-01      -1.106185557135e-04       3.774492283986e-06      -1.435724978131e-08       8.401011143343e-06       8.401092215641e-06       8.404603954928e-06       8.396129848599e-06       7.181623647651e-06       1.618532541566e-05       3.237065523633e-06       8.402369726571e-06 
       6.574936551816e-04      -1.420636562335e+00      -1.065477426718e+00      -1.065478038062e+00      -1.420635610194e+00      -1.065477942030e+00      -1.162575174937e+00       6.454124581153e-01       6.007467866116e-01      -1.109970175896e-04       5.977791838368e-06      -2.273514656288e-08       1.331078251386e-05       1.331098597114e-05       1.331980047331e-05       1.329852691993e-05       1.137886238258e-05       2.564481842801e-05       5.128964791787e-06       1.331419207155e-05 
       8.277354706016e-04      -1.422371083928e+00      -1.066778325421e+00      -1.066779860571e+00      -1.422368693024e+00      -1.066779619425e+00      -1.163995028421e+00       6.453129208872e-01       6.006757720175e-01      -1.115948732025e-04       9.470393419309e-06      -3.602183662925e-08       2.108631069317e-05       2.108682162598e-05       2.110895578551e-05       2.105554005381e-05       1.802613003114e-05       4.062622290753e-05       8.125247358910e-06       2.109487308832e-05 
       1.042057218184e-03      -1.425117552053e+00      -1.068838195326e+00      -1.068842050300e+00      -1.425111549089e+00      -1.068841444749e+00      -1.166243627098e+00       6.451554567864e-01       6.005634867168e-01      -1.125421565572e-04       1.499909474437e-05      -5.705796472694e-08       3.339480960702e-05       3.339609206529e-05       3.345166750338e-05       3.331756958311e-05       2.854903491064e-05       6.434285533518e-05       1.286857803878e-05       3.341631094487e-05 
       1.311872312515e-03      -1.429467489359e+00      -1.072100695593e+00      -1.072110376570e+00      -1.429452420320e+00      -1.072108855854e+00      -1.169805980827e+00       6.449057461893e-01       6.003853370220e-01      -1.140423474781e-04       2.375178569480e-05      -9.038069974985e-08       5.286505531350e-05       5.286827537887e-05       5.300782624396e-05       5.267122600946e-05       4.519578560319e-05       1.018625694595e-04       2.037253138510e-05       5.291906201913e-05 
       1.651549391254e-03      -1.435203011008e+00      -1.076402462292e+00      -1.076427217657e+00      -1.435164974552e+00      -1.076423329011e+00      -1.174506390352e+00       6.447849643041e-01       6.005315659296e-01      -1.211901950275e-04       3.758475073854e-05      -1.432650719790e-07       8.356010915702e-05       8.356822270620e-05       8.391944246647e-05       8.307502830786e-05       7.143669506025e-05       1.610028563496e-04       3.220061509152e-05       8.369641374933e-05 
       2.079177497483e-03      -1.445829649620e+00      -1.084372757564e+00      -1.084435369737e+00      -1.445734123725e+00      -1.084425534430e+00      -1.183219673481e+00       6.442072263519e-01       6.002064275290e-01      -1.261697545315e-04       5.942948058367e-05      -2.268303578938e-07       1.320159431177e-04       1.320363331241e-04       1.329185689946e-04       1.308021712395e-04       1.128709461446e-04       2.543955751999e-04       5.087922478715e-05       1.323589791323e-04 
       2.617529387212e-03      -1.462997008353e+00      -1.097249070595e+00      -1.097406634657e+00      -1.462757679194e+00      -1.097381884026e+00      -1.197311214656e+00       6.431998141835e-01       5.995150139666e-01      -1.322572931947e-04       9.386184444132e-05      -3.587652303804e-07       2.082419773798e-04       2.082931334503e-04       2.105068479677e-04       2.052074392494e-04       1.780695849384e-04       4.013724227516e-04       8.027475901455e-05       2.091042338705e-04 
       3.295274261680e-03      -1.490113177207e+00      -1.117588187274e+00      -1.117983812649e+00      -1.489514724739e+00      -1.117921666639e+00      -1.219608803671e+00       6.415938548527e-01       5.983737802926e-01      -1.414537351425e-04       1.479575845294e-04      -5.666760786027e-07       3.275800629082e-04       3.277082043673e-04       3.332576357557e-04       3.200088582862e-04       2.801859674023e-04       6.316172915794e-04       1.263241429847e-04       3.297464407140e-04 
       4.148504506860e-03      -1.532701892191e+00      -1.149534697348e+00      -1.150526637324e+00      -1.531209380916e+00      -1.150370820443e+00      -1.254730128192e+00       6.390602758766e-01       5.965572894638e-01      -1.558095303699e-04       2.325072045775e-04      -8.932727430353e-07       5.130286597903e-04       5.133490105407e-04       5.272428243169e-04       4.942064873113e-04       4.389781136617e-04       9.897612521450e-04       1.979539514053e-04       5.184704160721e-04 
       5.222657744628e-03      -1.599218034785e+00      -1.199434207173e+00      -1.201917492661e+00      -1.595511162452e+00      -1.201527410793e+00      -1.309838442803e+00       6.350751594499e-01       5.936880300899e-01      -1.781939914796e-04       3.635576335273e-04      -1.403603851193e-06       7.977625278438e-04       7.985610808738e-04       8.332785753605e-04       7.512477700088e-04       6.830489257396e-04                     -nan                     -nan       8.114296483667e-04 
       6.574936551816e-03      -1.702230112560e+00      -1.276723728127e+00      -1.282927519409e+00      -1.693084058553e+00      -1.281953009428e+00      -1.395831151698e+00       6.288245999301e-01       5.890879815016e-01      -2.122854385615e-04       5.641695796561e-04      -2.193747488891e-06       1.226344998107e-03       1.228314471561e-03       1.314812258707e-03       1.112493241359e-03       1.107797657953e-03                     -nan                     -nan       1.260661332800e-03 
       8.277354706016e-03      -1.859468806736e+00      -1.394727612364e+00      -1.410175250972e+00      -1.837139721743e+00      -1.407748689968e+00      -1.528749802554e+00       6.190965384634e-01       5.820058528542e-01      -2.648482489838e-04       8.642491403361e-04      -3.402088953014e-06       1.849937794935e-03       1.854789189836e-03       2.069222086534e-03       1.575544490867e-03       1.675360166468e-03                     -nan                     -nan       1.936061584754e-03 
       1.042057218184e-02      -2.093978295658e+00      -1.570791687088e+00      -1.609058648981e+00      -2.040379050103e+00      -1.603047560825e+00      -1.731273834467e+00       6.041028574239e-01       5.709805091867e-01      -3.428563586522e-04       1.297597050342e-03      -5.208544799304e-06       2.703903471503e-03       2.715715295914e-03       3.243176294942e-03       2.058917121010e-03       2.451906232943e-03                     -nan                     -nan       2.919761789037e-03 
       1.311872312515e-02      -2.430250688948e+00      -1.823430392564e+00      -1.917453918902e+00      -2.305050332823e+00      -1.902684423818e+00      -2.032924492471e+00       5.813583904403e-01       5.539804851507e-01      -4.538543993386e-04       1.886659137521e-03      -7.811085042330e-06       3.740816099186e-03       3.769041601777e-03       5.050484421566e-03       2.285714179907e-03       3.404279309648e-03                     -nan                     -nan       4.280198143371e-03 
       1.651549391252e-02      -2.880010857275e+00      -2.161755892469e+00      -2.389799715557e+00      -2.600263384044e+00      -2.353977913768e+00      -2.466526838565e+00       5.477158534106e-01       5.281976569847e-01      -6.010288265865e-04       2.605044752446e-03      -1.132884963657e-05       4.668470431002e-03       4.733818002135e-03       7.785876092483e-03       1.605029150465e-03       4.279461413619e-03       8.843785454024e-03       1.769179318657e-03       6.006817633906e-03 
       2.079177481046e-02      -3.405220810566e+00      -2.557873367679e+00      -3.099694111554e+00      -2.824584705622e+00      -3.014583298074e+00      -3.056489813991e+00       4.998805792142e-01       4.901259950051e-01      -7.728290922034e-04       3.307696366499e-03      -1.555383640014e-05       4.631431205009e-03       4.775662096955e-03       1.181576647783e-02      -1.076126336635e-03       4.322344853876e-03                     -nan                     -nan       7.899800161130e-03 
       2.617516848900e-02      -3.843258528361e+00      -2.890840381931e+00      -4.136660408977e+00      -2.781896583850e+00      -3.940963294848e+00      -3.795637975601e+00       4.359051808649e-01       4.363189831037e-01      -9.264987173358e-04       3.657015908808e-03      -1.947065371316e-05       1.798166037946e-03       2.089996557873e-03       1.750539120608e-02      -6.559255535154e-03       1.888775960526e-03                     -nan                     -nan       9.504189240362e-03 
       3.293535889135e-02      -3.808212627539e+00      -2.872057514374e+00      -5.586304271798e+00      -2.278976906238e+00      -5.159942320689e+00      -4.619493254595e+00       3.581307969481e-01       3.657721269773e-01      -9.781571391075e-04       3.192001325524e-03      -2.069258056574e-05      -6.418484482529e-03      -5.913195135510e-03       2.500547432715e-02      -1.267244384952e-02      -5.425479462264e-03                     -nan                     -nan       1.041923038341e-02 
       4.090566609173e-02      -2.814980360106e+00      -2.135308595168e+00      -7.383824271128e+00      -1.506402729225e+00      -6.559371822983e+00      -5.389453404126e+00       2.799860229734e-01       2.883871390484e-01      -8.519089379120e-04       1.862337245743e-03      -1.631326286470e-05      -1.937021046795e-02      -1.873470775969e-02       3.345296818499e-02      -1.227577267965e-02      -1.732453065955e-02                     -nan                     -nan       1.131567665495e-02 
       4.763320238858e-02      -1.397666229460e+00      -1.074441744035e+00      -8.891487501920e+00      -1.092820049057e+00      -7.663562711323e+00      -5.916457314196e+00       2.290221477414e-01       2.344303413889e-01      -6.551359304610e-04       6.771739958810e-04      -9.223975102389e-06      -2.710264321719e-02      -2.660831626258e-02       3.974739912412e-02      -6.217110146732e-03      -2.493323712220e-02                     -nan                     -nan       1.332519091280e-02 
       5.251082063174e-02      -2.864929001772e-01      -2.380732650275e-01      -9.950253887132e+00      -9.734621932572e-01      -8.424635677132e+00      -6.276511172903e+00       2.004612025940e-01       2.034290937582e-01      -4.988455370287e-04      -3.615812235449e-05      -3.572112469356e-06      -2.752831201264e-02      -2.730811234992e-02       4.375083757666e-02      -2.066606820213e-03      -2.601506348566e-02                     -nan                     -nan       1.598186558131e-02 
       5.653184608250e-02       5.320887453044e-01       3.814228362921e-01      -1.079308962277e+01      -9.379460192114e-01      -9.037763979773e+00      -6.585731130852e+00       1.816098278986e-01       1.830131483698e-01      -3.745185037107e-04      -5.102121046399e-04       6.357057643132e-07      -2.349490834050e-02      -2.358277908611e-02       4.672753902150e-02      -5.340540560398e-04      -2.301871182422e-02                     -nan                     -nan       1.904841048811e-02 
       6.012144609349e-02       1.103417667731e+00       8.169117629184e-01      -1.152012302769e+01      -9.103461848931e-01      -9.582184920244e+00      -6.885878944719e+00       1.679016722627e-01       1.683949596402e-01      -2.714917238067e-04      -8.449874753251e-04       3.648426345713e-06      -1.642885396202e-02      -1.681503028611e-02       4.918091269515e-02      -9.076617441327e-04      -1.718137397308e-02      -4.061684142551e-02      -8.153091634961e-03       2.247817199215e-02 
       6.346902601001e-02       1.450812778296e+00       1.085138489099e+00      -1.217601508467e+01      -8.629090531542e-01      -1.009291365103e+01      -7.195525864867e+00       1.574181771795e-01       1.574563922045e-01      -1.841810699335e-04      -1.074359908590e-03       5.610458322071e-06      -7.225436006314e-03      -7.869231301348e-03       5.133584758918e-02      -2.357569245756e-03      -9.268842018918e-03                     -nan                     -nan       2.624341029792e-02 
       6.667478132654e-02       1.588910799522e+00       1.196437156655e+00      -1.278442224645e+01      -7.890264008341e-01      -1.058826728118e+01      -7.524876080744e+00       1.491719760169e-01       1.490487969090e-01      -1.098385277559e-04      -1.203627732571e-03       6.616606611405e-06       3.358444063391e-03       2.525691997919e-03       5.331469949916e-02      -4.085984760380e-03       7.570162623836e-05                     -nan                     -nan       3.029596110126e-02 
       6.979876663409e-02       1.531056360782e+00       1.160182529711e+00      -1.335957745082e+01      -6.939071142492e-01      -1.107877038050e+01      -7.880000791377e+00       1.425732107261e-01       1.424530754931e-01      -4.742721082821e-05      -1.224722533504e-03       6.745510838979e-06       1.457385254513e-02       1.364614476489e-02       5.519391673796e-02      -5.404812711631e-03       1.021279187814e-02                     -nan                     -nan       3.454905886225e-02 
       7.288041805056e-02       1.293568078649e+00       9.879801332877e-01      -1.391091084958e+01      -5.896492303441e-01      -1.157054875412e+01      -8.264064140049e+00       1.372220241086e-01       1.371696702717e-01       2.964301554200e-06      -1.125261156704e-03       6.078395865637e-06       2.563442578777e-02       2.472814991176e-02       5.702579635776e-02      -5.812551091817e-03       2.046234213963e-02                     -nan                     -nan       3.886530724526e-02 
       7.594752228905e-02       8.979844764289e-01       6.953496464150e-01      -1.444517314567e+01      -4.914291823755e-01      -1.206685480716e+01      -8.677642972104e+00       1.328166971814e-01       1.328265151145e-01       4.052985912425e-05      -8.953396455426e-04       4.708851487483e-06       3.571190367966e-02       3.496110498683e-02       5.884827292258e-02      -5.062254304834e-03       3.009577149500e-02                     -nan                     -nan       4.305136323667e-02 
       7.902080630728e-02       3.726737754430e-01       3.029678013788e-01      -1.496751418409e+01      -4.139672619888e-01      -1.256878146906e+01      -9.118590696836e+00       1.291064775392e-01       1.291318427256e-01       6.412551928823e-05      -5.337272685768e-04       2.750130487835e-06       4.395619158264e-02       4.350531241278e-02       6.068949073345e-02      -3.203648970589e-03       3.834912463076e-02                     -nan                     -nan       4.686054852455e-02 
       8.211648700454e-02      -2.465504281717e-01      -1.628242170232e-01      -1.548206938315e+01      -3.682797878473e-01      -1.307567680271e+01      -9.581876344410e+00       1.258687442066e-01       1.258498348251e-01       7.265891643641e-05      -5.286094461224e-05       3.390965000435e-07       4.953455840497e-02       4.952841751112e-02       6.257022650236e-02      -5.810613034140e-04       4.445367182640e-02                     -nan                     -nan       5.000603957531e-02 
       8.524778170800e-02      -9.165267923384e-01      -6.700458913194e-01      -1.599228494293e+01      -3.590593308973e-01      -1.358542207406e+01      -1.005950976753e+01       1.228986951699e-01       1.227863822897e-01       6.551643628627e-05       5.178024790393e-04      -2.361589006401e-06       5.169192322548e-02       5.226306553322e-02       6.450504355602e-02       2.226034240042e-03       4.768534579922e-02       9.757946134032e-02       1.964157388663e-02       5.218755710322e-02 
       8.842585028584e-02      -1.587668974715e+00      -1.181692967838e+00      -1.650109636538e+01      -3.832014826936e-01      -1.409467892948e+01      -1.054070569489e+01       1.200074332028e-01       1.197805573037e-01       4.296212532009e-05       1.131001446126e-03      -5.163580165654e-06       4.982404634394e-02       5.107663691284e-02       6.650283156590e-02       4.523157867058e-03       4.742676950476e-02                     -nan                     -nan       5.312980412446e-02 
       9.166040793060e-02      -2.205966645488e+00      -1.657174030711e+00      -1.701101607279e+01      -4.299558924509e-01      -1.459918891221e+01      -1.101244136015e+01       1.170263647671e-01       1.167000654204e-01       6.480415362343e-06       1.724354816308e-03      -7.856368138567e-06       4.356509095740e-02       4.555938670102e-02       6.856703642422e-02       5.669996420964e-03       4.324478220210e-02                     -nan                     -nan       5.263218604253e-02 
       9.496013774807e-02      -2.716003705431e+00      -2.054504907571e+00      -1.752416256866e+01      -4.829675602180e-01      -1.509414274628e+01      -1.146044023472e+01       1.138151721368e-01       1.134390918684e-01      -4.102856238373e-05       2.226784325801e-03      -1.021467981332e-05       3.288142589133e-02       3.561315302183e-02       7.069570575615e-02       5.267600550124e-03       3.497473535615e-02       8.313786223852e-02       1.678110932357e-02       5.062218454295e-02 
       9.833297660538e-02      -3.065044322390e+00      -2.333312848701e+00      -1.804225506256e+01      -5.240805110788e-01      -1.557464771115e+01      -1.187059642144e+01       1.102715242716e-01       1.099183914921e-01      -9.526513799278e-05       2.568372828169e-03      -1.201084613329e-05       1.815756577376e-02       2.154378843588e-02       7.288153475751e-02       3.315703076037e-03       2.280440029318e-02                     -nan                     -nan       4.720350150183e-02 
       1.017863178803e-01      -3.208245756510e+00      -2.458736771550e+00      -1.856659249542e+01      -5.382186071843e-01      -1.603632262375e+01      -1.223079428284e+01       1.063407767544e-01       1.060879276190e-01      -1.507988083750e-04       2.692489177924e-03      -1.303350087153e-05       2.686593857404e-04       4.135644776076e-03       7.511212257534e-02       2.819098561466e-04       7.349357115496e-03                     -nan                     -nan       4.268777266173e-02 
       1.053271580309e-01      -3.114384608709e+00      -2.405728853206e+00      -1.909802668352e+01      -5.181090551377e-01      -1.647595090800e+01      -1.253283593773e+01       1.020221195678e-01       1.019304977162e-01      -2.016168191857e-04       2.567641392931e-03      -1.311140473857e-05      -1.938987146375e-02      -1.531023078441e-02       7.737046121586e-02      -2.967337603703e-03      -1.030314216112e-02                     -nan                     -nan       3.759529946622e-02 
       1.089622041442e-01      -2.771868424657e+00      -2.163650852536e+00      -1.963695160587e+01      -4.672677411539e-01      -1.689219356900e+01      -1.277426462754e+01       9.737010436066e-02       9.746639735194e-02      -2.418725780832e-04       2.196372156343e-03      -1.214207570981e-05      -3.892668165502e-02      -3.498758918383e-02       7.963597067334e-02      -5.393476767598e-03      -2.859201222465e-02                     -nan                     -nan       3.261871078165e-02 
       1.126979537298e-01      -2.194086662766e+00      -1.740443141502e+00      -2.018331433414e+01      -3.997806432961e-01      -1.728625328977e+01      -1.295968830188e+01       9.248960715004e-02       9.275702762070e-02      -2.667346992183e-04       1.618217364611e-03      -1.012151233835e-05      -5.606027457216e-02      -5.267493275684e-02       8.188615466547e-02      -6.135555894057e-03      -4.554811217026e-02      -7.625725035683e-02      -1.538562935013e-02       2.854588371297e-02 
       1.165407543613e-01      -1.423268616290e+00      -1.165778660750e+00      -2.073666281442e+01      -3.361179285923e-01      -1.766241014014e+01      -1.310132566185e+01       8.752422409505e-02       8.790556884050e-02      -2.731628128145e-04       9.050688466603e-04      -7.170500764002e-06      -6.832214642149e-02      -6.592325067481e-02       8.409905027151e-02      -4.879080575785e-03      -5.894408477870e-02      -1.084954348173e-01      -2.193404900912e-02       2.615121416649e-02 
       1.204968484400e-01      -5.312872879857e-01      -4.919848286165e-01      -2.129622383872e+01      -2.956752190037e-01      -1.802823211637e+01      -1.321845660271e+01       8.263861880547e-02       8.305166920671e-02      -2.604168897379e-04       1.490623982880e-04      -3.548808416885e-06      -7.336234769966e-02      -7.233660551029e-02       8.625613850905e-02      -2.090402534521e-03      -6.653748985278e-02      -1.311767316903e-01      -2.656548505671e-02       2.607552013121e-02 
       1.245724068423e-01       3.835358148578e-01       2.079534338700e-01      -2.186103034205e+01      -2.884110902064e-01      -1.839436875134e+01      -1.333582188358e+01       7.799808247287e-02       7.835914979128e-02      -2.301988088363e-04      -5.537858498878e-04       3.494280307843e-07      -6.935272062503e-02      -6.996316352999e-02       8.834588718837e-02       1.042221362501e-03      -6.641029456484e-02                     -nan                     -nan       2.871546724468e-02 
       1.287735542173e-01       1.204617037478e+00       8.461582851432e-01      -2.243004810702e+01      -3.092005235258e-01      -1.877375239823e+01      -1.348108837779e+01       7.374793133228e-02       7.399576638881e-02      -1.863583984506e-04      -1.119138732793e-03       4.026251813511e-06      -5.543404327315e-02      -5.774339749589e-02       9.036662597052e-02       3.034497356446e-03      -5.736825359830e-02      -1.313826643622e-01      -2.671173380991e-02       3.414806118403e-02 
       1.331063880418e-01       1.811129879479e+00       1.330034146608e+00      -2.300235331180e+01      -3.385253513572e-01      -1.918014954071e+01      -1.368160679305e+01       6.999595033443e-02       7.010718446740e-02      -1.343108512191e-04      -1.484191909482e-03       6.940898055336e-06      -3.216733500715e-02      -3.595800304427e-02       9.232906508465e-02       2.806568002755e-03      -3.936731285875e-02      -1.041312323383e-01      -2.123381613863e-02       4.209169244786e-02 
       1.375769930978e-01       2.096839328671e+00       1.576279386873e+00      -2.357728216723e+01      -3.508871413865e-01      -1.962608592753e+01      -1.396079927606e+01       6.679978395724e-02       6.678967553942e-02      -8.032543396788e-05      -1.609075269645e-03       8.596339607589e-06      -1.852568257384e-03      -6.586217051595e-03       9.425663401535e-02       3.584638999701e-04      -1.386336197128e-02      -5.945522573249e-02      -1.219737950380e-02       5.189820268580e-02 
