# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=1280.82
# for k=1.04206e-05 to 1.06897 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:phi_prime             11:H_T_Nb_prime          12:k2gamma_Nb            13:t_g                   14:t_b                   15:t_cdm                 16:t_ur                  17:shear_g               18:pol0_g                19:pol2_g                20:t_tot              
       1.421914527485e-01       1.991939246073e+00       1.527422217011e+00      -2.415456343191e+01      -3.284325654579e-01      -2.012036076420e+01      -1.433434682934e+01       6.415982682639e-02       6.406820514577e-02      -3.090274059893e-05      -1.472688902833e-03       8.640113988934e-06       3.138961776065e-02       2.656183274889e-02       9.618358092622e-02      -2.994790602590e-03       1.601242568540e-02      -1.942161190635e-03      -5.158809728046e-04       6.255410095359e-02 
       1.469558581925e-01       1.484394441377e+00       1.168441862987e+00      -2.473441156561e+01      -2.730392631271e-01      -2.066551433035e+01      -1.480625276389e+01       6.201678670959e-02       6.188633748213e-02       7.724564752021e-06      -1.070912060765e-03       6.960597482231e-06       6.192692084436e-02       5.807743778594e-02       9.815031050751e-02      -5.149517860176e-03       4.559162738107e-02       6.045202093263e-02       1.220805525592e-02       7.269155059603e-02 
       1.518763167537e-01       6.354817198857e-01       5.394382050588e-01      -2.531755733912e+01      -2.085675234419e-01      -2.125586359669e+01      -1.536515840058e+01       6.025411513836e-02       6.011280584737e-02       3.008080491905e-05      -4.257178064948e-04       3.753716350154e-06       8.338612787522e-02       8.163563813521e-02       1.001967725136e-01      -4.427895255838e-03       6.920395131329e-02                     -nan                     -nan       8.064236682112e-02 
       1.569589601845e-01      -4.162514377757e-01      -2.599403913041e-01      -2.590517855729e+01      -1.687434810692e-01      -2.187674829346e+01      -1.598180267156e+01       5.870665697485e-02       5.856426859000e-02       3.224531171932e-05       3.931830691736e-04      -4.614394543715e-07       8.991299034006e-02       9.117550150979e-02       1.023545477130e-01      -8.681096692571e-04       8.116941105226e-02                     -nan                     -nan       8.462932209284e-02 
       1.622099539083e-01      -1.468469411738e+00      -1.079028946395e+00      -2.649874842716e+01      -1.750295356129e-01      -2.250574330895e+01      -1.660960527718e+01       5.717975600149e-02       5.703980554451e-02       1.311864421735e-05       1.246726337465e-03      -4.895036593408e-06       7.777510420003e-02       8.246259296619e-02       1.046396568003e-01       3.378483690842e-03       7.716990225756e-02                     -nan                     -nan       8.318731832163e-02 
       1.676355080997e-01      -2.288298615044e+00      -1.739746590899e+00      -2.709977214067e+01      -2.184411939971e-01      -2.311614392264e+01      -1.719053172173e+01       5.548139627616e-02       5.535837615397e-02      -2.412082517863e-05       1.929030987724e-03      -8.608614515475e-06       4.698003811675e-02       5.473567474993e-02       1.070475598114e-01       5.208473710359e-03       5.575984573084e-02                     -nan                     -nan       7.581062500390e-02 
       1.732418914766e-01      -2.664119047064e+00      -2.074894100493e+00      -2.770946021742e+01      -2.612808398159e-01      -2.368270635079e+01      -1.766781851270e+01       5.346622819976e-02       5.339209844695e-02      -7.122012707075e-05       2.217010001698e-03      -1.070127869292e-05       2.402915950002e-03       1.197146094819e-02       1.095517372010e-01       2.893349421052e-03       1.961601231687e-02                     -nan                     -nan       6.362515453491e-02 
       1.790354486702e-01      -2.466647454329e+00      -1.974865636604e+00      -2.832841513714e+01      -2.633592994698e-01      -2.418872122281e+01      -1.800391178271e+01       5.108047232802e-02       5.108999277452e-02      -1.158222115659e-04       1.964640837974e-03      -1.053343482213e-05      -4.618359358489e-02      -3.685064342812e-02       1.121070353688e-01      -2.095409961086e-03      -2.401737592628e-02                     -nan                     -nan       4.967420644643e-02 
       1.850226220252e-01      -1.703484087194e+00      -1.431139137454e+00      -2.895638415781e+01      -2.154751828596e-01      -2.463263682735e+01      -1.819784580026e+01       4.838871643492e-02       4.849121900315e-02      -1.447830539125e-04       1.197621385589e-03      -7.952629026616e-06      -8.567639925226e-02      -7.900591915210e-02       1.146573737656e-01      -5.832569202042e-03      -6.418774433196e-02      -8.624178587889e-02      -1.755256031304e-02       3.838110672318e-02 
       1.912099786823e-01      -5.464882338899e-01      -5.610266793122e-01      -2.959226850149e+01      -1.512860822958e-01      -2.503195471552e+01      -1.829384316988e+01       4.556522548283e-02       4.572982186375e-02      -1.487548396220e-04       1.350770344978e-04      -3.487307240944e-06      -1.029500442509e-01      -1.010411146664e-01       1.171492125615e-01      -4.859392091484e-03      -8.867293669728e-02                     -nan                     -nan       3.418946362006e-02 
       1.976042437960e-01       6.877752330582e-01       4.020747226737e-01      -3.023435640033e+01      -1.225159837956e-01      -2.542189470617e+01      -1.837442961365e+01       4.284512186500e-02       4.300514044718e-02      -1.262230019666e-04      -8.646866062573e-04       1.695636834601e-06      -8.940673620474e-02      -9.318450476704e-02       1.195470531767e-01       2.221038288942e-04      -8.777064665726e-02                     -nan                     -nan       3.972003089008e-02 
       2.042123407534e-01       1.614806587160e+00       1.162385437087e+00      -3.088079246326e+01      -1.484510105187e-01      -2.584735480253e+01      -1.853654142216e+01       4.044780846164e-02       4.053753082214e-02      -8.468939187923e-05      -1.461827675885e-03       6.009117800248e-06      -4.543402300216e-02      -5.395916519313e-02       1.218476308321e-01       4.392383592748e-03      -5.849190685899e-02                     -nan                     -nan       5.436541929246e-02 
       2.110414392950e-01       1.905892844112e+00       1.453888048832e+00      -3.153012466743e+01      -1.906850821896e-01      -2.634889787638e+01      -1.885851573462e+01       3.850345989003e-02       3.849798404769e-02      -3.790786597471e-05      -1.478426809794e-03       7.932875279740e-06       1.717654362685e-02       6.867867923022e-03       1.240867028236e-01       3.041448147924e-03      -7.567644761583e-03                     -nan                     -nan       7.416652587699e-02 
       2.180990124927e-01       1.424600840522e+00       1.147049209315e+00      -3.218179181350e+01      -1.909855698333e-01      -2.694639836675e+01      -1.937037477738e+01       3.701202299266e-02       3.693651795517e-02      -7.666302831824e-07      -9.422245539686e-04       6.639562633567e-06       7.687033747982e-02       6.908488587580e-02       1.263323516170e-01      -2.330806745239e-03       4.860106610372e-02                     -nan                     -nan       9.299578410100e-02 
       2.253929036404e-01       3.198075464921e-01       3.281973220715e-01      -3.283631608416e+01      -1.415519299266e-01      -2.762673570803e+01      -2.003770106185e+01       3.584663672622e-02       3.574858088055e-02       1.545583155462e-05      -3.643016413661e-05       2.489860164795e-06       1.089853080231e-01       1.078206611701e-01       1.286623207140e-01      -4.853924612388e-03       8.831274977441e-02                     -nan                     -nan       1.043629064043e-01 
       2.329314042581e-01      -9.824299376341e-01      -6.942211139773e-01      -3.349512454851e+01      -1.015743173977e-01      -2.834266110788e+01      -2.076396242996e+01       3.479468884972e-02       3.471014127879e-02       6.166644282172e-06       9.504170522696e-04      -2.912047672915e-06       9.626849855019e-02       1.036116697624e-01       1.311321203756e-01      -7.315431227561e-04       9.294258048928e-02                     -nan                     -nan       1.033712442010e-01 
       2.407233446279e-01      -1.919882518241e+00      -1.485771151451e+00      -3.416002615327e+01      -1.216484638273e-01      -2.902745702502e+01      -2.141546159395e+01       3.362678904138e-02       3.357452319232e-02      -2.450270937697e-05       1.636476232251e-03      -7.262061506952e-06       3.927211742776e-02       5.325975091556e-02       1.337485366004e-01       4.509475778231e-03       5.661057709458e-02       1.606074876524e-01       3.416159763353e-02       8.903723991092e-02 
       2.487781985823e-01      -2.039332379098e+00      -1.669579448466e+00      -3.483246012753e+01      -1.658793373945e-01      -2.962313622504e+01      -2.187271687615e+01       3.218479962206e-02       3.218080629904e-02      -6.282323217416e-05       1.635766520474e-03      -8.542801161176e-06      -3.919260010530e-02      -2.418019606686e-02       1.364628262731e-01       2.664892596337e-03      -7.597057359500e-03                     -nan                     -nan       6.670528323083e-02 
       2.571062046854e-01      -1.248071174629e+00      -1.128357173964e+00      -3.551277825335e+01      -1.561057519321e-01      -3.011157115268e+01      -2.209871717321e+01       3.046418799668e-02       3.051821102172e-02      -8.901837082547e-05       8.302769002699e-04      -6.040388052314e-06      -1.007196688583e-01      -9.187504273127e-02       1.391892289177e-01      -4.144201193145e-03      -6.988140408354e-02                     -nan                     -nan       4.805751589331e-02 
       2.657185065082e-01       7.252647592666e-02      -1.143208192640e-01      -3.620006671102e+01      -9.666500968158e-02      -3.053161045016e+01      -2.218375771505e+01       2.863520497484e-02       2.872350551865e-02      -8.764242446312e-05      -3.730935625430e-04      -8.978116899433e-07      -1.095325891661e-01      -1.117414265718e-01       1.418436001922e-01      -4.847083364916e-03      -9.648916806070e-02                     -nan                     -nan       4.561914212001e-02 
       2.746273154496e-01       1.204511983325e+00       8.292173466002e-01      -3.689253852108e+01      -7.852764662365e-02      -3.096709294875e+01      -2.231501407960e+01       2.695694422192e-02       2.702055656877e-02      -5.927844236898e-05      -1.206574345758e-03       4.176277757518e-06      -5.513504450801e-02      -6.731544808733e-02       1.443858924764e-01       2.295656990668e-03      -6.901185821432e-02                     -nan                     -nan       6.340976264682e-02 
       2.838461005488e-01       1.475598652436e+00       1.147117359320e+00      -3.758862219727e+01      -1.230566215362e-01      -3.150389705214e+01      -2.266604735069e+01       2.561844696220e-02       2.561444363672e-02      -2.186374849529e-05      -1.142942040663e-03       6.198377840628e-06       3.458604591418e-02       2.022740275785e-02       1.468484771510e-01       4.467266170863e-03       3.233514676852e-04                     -nan                     -nan       9.197561286522e-02 
       2.933898110478e-01       7.034008941353e-01       6.283559133103e-01      -3.828801652343e+01      -1.332357017858e-01      -3.217491702840e+01      -2.327950932784e+01       2.462148519232e-02       2.456737543247e-02       1.963695045540e-06      -3.143166136250e-04       3.810235787306e-06       1.032193150346e-01       9.727557564248e-02       1.493273089187e-01      -2.654992721807e-03       6.982540607353e-02                     -nan                     -nan       1.140261880250e-01 
       3.032751391992e-01      -6.001694445481e-01      -3.924398037213e-01      -3.899195245745e+01      -8.042686485668e-02      -3.292862623927e+01      -2.403207898153e+01       2.379169013597e-02       2.373803400683e-02       5.286923579938e-09       6.976231678320e-04      -1.417949975587e-06       1.003460623181e-01       1.088986348263e-01       1.519257135040e-01      -4.235563429491e-03       9.152268014202e-02                     -nan                     -nan       1.159311327679e-01 
       3.135208331363e-01      -1.496795959652e+00      -1.190971904178e+00      -3.970257935685e+01      -7.281464717010e-02      -3.365306154903e+01      -2.470275242969e+01       2.289506246055e-02       2.287209257977e-02      -2.365159083169e-05       1.272838470760e-03      -5.697523652507e-06       2.228443775682e-02       4.098343509900e-02       1.546807403477e-01       3.588980109795e-03       4.625013145746e-02       1.471105771513e-01       3.253707564899e-02       9.602069958025e-02 
       3.241480727269e-01      -1.291674355467e+00      -1.154649715292e+00      -4.042177881339e+01      -1.191649730693e-01      -3.425358141906e+01      -2.511123339434e+01       2.178428324130e-02       2.179847732993e-02      -5.080597341233e-05       9.596103185503e-04      -5.767354960477e-06      -7.390895490044e-02      -5.851464891264e-02       1.575316964569e-01       2.535841773066e-03      -3.456975943129e-02       1.821529423029e-02       5.084235390760e-03       6.804896044576e-02 
       3.351809255536e-01      -1.502672450698e-01      -3.074632678339e-01      -4.115003385486e+01      -9.609731689172e-02      -3.473436142709e+01      -2.527339573923e+01       2.050969680971e-02       2.055355329585e-02      -5.831588904991e-05      -1.213055522558e-04      -1.626189304811e-06      -1.068729631114e-01      -1.071780095217e-01       1.603650579188e-01      -5.573301346349e-03      -8.519233868745e-02      -1.214538645381e-01      -2.589092451712e-02       5.691405737549e-02 
       3.466469059490e-01       9.244320033727e-01       6.154372008496e-01      -4.188635004227e+01      -5.061562923232e-02      -3.521004292869e+01      -2.544002946833e+01       1.929754050084e-02       1.933230117284e-02      -3.830364884517e-05      -9.581432342980e-04       3.150394943456e-06      -4.217540668140e-02      -5.730235700795e-02       1.631052005680e-01       1.117010587901e-04      -5.879228212871e-02      -1.513475831815e-01      -3.373624082564e-02       7.722959212430e-02 
       3.585776680599e-01       9.296729668023e-01       7.582158499093e-01      -4.262984990473e+01      -9.164085948777e-02      -3.581432352733e+01      -2.588274766245e+01       1.834270357130e-02       1.833041696572e-02      -1.090495424443e-05      -6.491413295891e-04       4.164648685280e-06       6.241206796545e-02       4.857219275570e-02       1.657842726499e-01       4.736694241966e-03       2.261879327925e-02      -4.057028602421e-02      -1.026952736335e-02       1.111177159705e-01 
       3.710098752686e-01      -1.119627841902e-01      -5.866259404595e-03      -4.338114801636e+01      -9.078391106749e-02      -3.656762978733e+01      -2.659849412154e+01       1.760758707467e-02       1.757255728215e-02      -3.021794856638e-06       3.368825562465e-04       4.364279045510e-07       9.877522175730e-02       1.029846114789e-01       1.685239297567e-01      -4.669176877109e-03       7.732030553327e-02       1.036623635505e-01       2.217641252791e-02       1.242592715693e-01 
       3.839863045677e-01      -1.038278661666e+00      -8.341156874470e-01      -4.414281401535e+01      -4.442592778925e-02      -3.733975490934e+01      -2.730426436957e+01       1.687911689395e-02       1.686548526362e-02      -1.816148592929e-05       9.015040134671e-04      -3.847756782125e-06       2.256480934775e-02       4.249120855892e-02       1.714225443012e-01       2.247593877294e-04       4.411461064183e-02       1.276719194900e-01       2.916794992551e-02       1.051637595888e-01 
       3.975572682024e-01      -7.680162061260e-01      -7.662700897618e-01      -4.491781172997e+01      -8.769076702120e-02      -3.798235629037e+01      -2.773234329728e+01       1.599865656095e-02       1.601108588847e-02      -3.663036647802e-05       5.168407383942e-04      -3.639944727587e-06      -7.774011914074e-02      -6.445862094248e-02       1.744436388985e-01       3.673470983530e-03      -3.934207534427e-02       3.502750353649e-03       2.300835879155e-03       7.630872482622e-02 
       4.117824701210e-01       3.128287701675e-01       8.099208327835e-02      -4.570772703816e+01      -6.413511487243e-02      -3.851509889189e+01      -2.794192602561e+01       1.502558249403e-02       1.504934455013e-02      -3.476323140743e-05      -4.517463110552e-04       5.386114409146e-07      -7.102927575251e-02      -8.005820975830e-02       1.774621898009e-01      -5.788458448519e-03      -6.654743670908e-02      -1.136315341853e-01      -2.526192435308e-02       7.640392662588e-02 
       4.267334681518e-01       6.986491164046e-01       5.334719038695e-01      -4.651282504899e+01      -4.640649786384e-02      -3.912265283772e+01      -2.831895180743e+01       1.417686771626e-02       1.417859222405e-02      -1.431697462780e-05      -5.772344066221e-04       2.911790485888e-06       3.542758638637e-02       1.972453890490e-02       1.804301904208e-01       4.534690703870e-03       4.112399088855e-04      -6.660035161641e-02      -1.653931548731e-02       1.109649973608e-01 
       4.424969955246e-01      -1.262203726033e-01      -3.987281986616e-02      -4.733453248394e+01      -8.084677266779e-02      -3.990534671951e+01      -2.902496834964e+01       1.351319594071e-02       1.349306471586e-02      -6.794085821345e-06       3.121429796086e-04       1.608300461173e-07       7.862718997438e-02       8.395630041536e-02       1.834526952074e-01      -2.651728476655e-03       5.984821244573e-02       7.087364279140e-02       1.509852700830e-02       1.269391246050e-01 
       4.591795266521e-01      -7.384845727634e-01      -6.500536902089e-01      -4.817696898390e+01      -3.226405806864e-02      -4.071129981459e+01      -2.970421443903e+01       1.284584291252e-02       1.284422254595e-02      -1.936363456578e-05       5.853525539157e-04      -2.941422986143e-06      -1.350408054220e-02       6.265555155813e-03       1.866545115425e-01       7.136979239759e-04       1.461727114612e-02       7.687475002793e-02       1.882878297052e-02       1.028540354234e-01 
       4.769136862524e-01      -8.363406272983e-02      -2.378976917984e-01      -4.904519144900e+01      -7.592166724631e-02      -4.137839662361e+01      -3.008785675281e+01       1.206376050712e-02       1.207499135979e-02      -2.649269734601e-05      -5.166009182740e-05      -9.005374086604e-07      -7.015135160625e-02      -7.018565338434e-02       1.899884223294e-01      -1.678171954958e-04      -5.033388315896e-02      -5.024381243353e-02      -1.034643095179e-02       8.541176923048e-02 
       4.958674609555e-01       4.522228634607e-01       3.074438382640e-01      -4.994309435020e+01      -2.710392273292e-02      -4.204959039825e+01      -3.048341525408e+01       1.130462668948e-02       1.130838365727e-02      -1.401386471413e-05      -4.174569365487e-04       1.784873682987e-06       2.001959476096e-02       5.521419001100e-03       1.933476622357e-01       1.705330115528e-04      -7.099613929757e-03      -5.890300505567e-02      -1.498207914274e-02       1.130901299406e-01 
       5.162577987624e-01      -2.181227676920e-01      -1.510873205853e-01      -5.087528306560e+01      -6.763126955246e-02      -4.290737557631e+01      -3.121967400204e+01       1.068121756187e-02       1.067041329231e-02      -9.182108034020e-06       3.316468800877e-04      -4.311627459895e-07       5.058796944637e-02       5.984820176881e-02       1.968117275086e-01      -1.938203301000e-03       4.240250273351e-02       5.471554909374e-02       1.198866297320e-02       1.264671376116e-01 
       5.383713133218e-01      -3.462672749638e-01      -3.994532230436e-01      -5.185036358625e+01      -3.160771921428e-02      -4.376830160394e+01      -3.186191193931e+01       1.002547277901e-02       1.003014009030e-02      -1.838913687221e-05       1.957400207278e-04      -1.657640363596e-06      -4.450652278213e-02      -3.283231468508e-02       2.005191579641e-01       4.397463681713e-03      -1.788067415401e-02       1.532271218053e-02       5.249513517714e-03       1.009223308368e-01 
       5.625969453813e-01       2.632249804779e-01       1.226451571838e-01      -5.287947599233e+01      -3.594560732377e-02      -4.455374520739e+01      -3.233452337145e+01       9.316732655983e-03       9.320145732529e-03      -1.383210650492e-05      -2.662458425648e-04       9.123547060240e-07      -1.260276490118e-05      -1.189640947841e-02       2.044057706511e-01      -5.567088067929e-03      -1.546006991405e-02      -4.795660484182e-02      -1.206745394109e-02       1.127320965943e-01 
       5.894796669082e-01      -2.044120353407e-01      -1.775641207252e-01      -5.397585117084e+01      -5.785723339766e-02      -4.552505627894e+01      -3.311838546548e+01       8.692137105088e-03       8.686700032067e-03      -9.771085987711e-06       2.698652608001e-04      -5.593183329588e-07       2.708412029887e-02       3.762328098588e-02       2.085052254103e-01      -6.558942386222e-04       2.613356177067e-02       3.702639173546e-02       8.404640297521e-03       1.262349503847e-01 
       6.198131882757e-01      -9.969615232738e-03      -1.338884922210e-01      -5.516062022579e+01      -4.455353680971e-02      -4.651685759040e+01      -3.380608029208e+01       8.026152679829e-03       8.029289060718e-03      -1.377603171652e-05      -4.967589857887e-05      -2.906980411208e-07      -3.104483959631e-02      -3.230815306100e-02       2.129942423030e-01       4.900820217273e-03      -2.274339304805e-02      -2.026232926000e-02      -3.972553476138e-03       1.107133835086e-01 
       6.548094466089e-01      -7.253834857288e-02      -8.701635898571e-02      -5.646474976993e+01      -3.493069208811e-02      -4.760876777403e+01      -3.460852978898e+01       7.361780694341e-03       7.359327975253e-03      -8.494750789640e-06       1.130150957886e-04      -1.143309767251e-07       2.462492090652e-02       2.964449271432e-02       2.178896241577e-01       5.567231202099e-03       1.776262024439e-02       1.466488896321e-02       2.751269073007e-03       1.310325014896e-01 
       6.964300593122e-01       3.831996630809e-02      -7.104991444002e-02      -5.793666573867e+01      -4.189989656636e-02      -4.884696274927e+01      -3.549105773005e+01       6.674539049174e-03       6.675520065115e-03      -1.017505073322e-05      -4.806754859486e-05       3.561070914742e-08      -1.032251030384e-02      -1.412930292857e-02       2.234479752404e-01       3.781906491913e-03      -1.148108411981e-02      -1.646622629349e-02      -3.839178576060e-03       1.224260008439e-01 
       7.480862478278e-01      -8.840435724461e-02      -1.625062291650e-01      -5.965730263675e+01      -2.649109861354e-02      -5.031168311717e+01      -3.657410486814e+01       5.961347020026e-03       5.961862506537e-03      -9.226459560114e-06       5.466879483987e-05      -4.217317789088e-07      -1.169441071093e-02      -5.620676935246e-03       2.299263250094e-01      -5.701408327316e-03      -3.811402089022e-03       4.890952261728e-03       1.868094861177e-03       1.253827925774e-01 
       8.162360797327e-01      -6.132035767003e-02      -1.359648680112e-01      -6.176912704886e+01      -3.607388541939e-02      -5.208760667547e+01      -3.786119799318e+01       5.183837767770e-03       5.183665257279e-03      -7.722191908346e-06       6.164946771974e-05      -2.732305105515e-07      -6.171384980619e-03      -1.073378771895e-03       2.378847993638e-01      -2.986146297341e-03      -1.550542589944e-03       3.350877896114e-03       1.222778183904e-03       1.317882900678e-01 
       9.141587234185e-01      -1.274320009407e-02      -9.606164914947e-02      -6.453581159415e+01      -1.706801463976e-02      -5.441342406974e+01      -3.954117681406e+01       4.316289004078e-03       4.316432793717e-03      -6.083171921755e-06       2.581275757488e-06      -6.890723042011e-08       1.073541083044e-03       1.895531314312e-03       2.483127837717e-01       5.615518560061e-03      -4.420547643350e-04      -2.000007449245e-03      -6.028382963779e-04       1.405595511975e-01 
       1.068968311835e+00      -1.995100853523e-02      -1.054295893231e-01      -6.839760156507e+01      -2.296800439819e-02      -5.767006413341e+01      -4.190930001845e+01       3.345827782398e-03       3.345711856420e-03      -4.745468370460e-06       2.717657419158e-05      -8.275381234478e-08       5.770487155610e-04       3.224835139259e-03       2.628705488435e-01       4.543448565027e-03       3.255902172272e-04       8.260106350731e-05      -1.847122240687e-05       1.486256402660e-01 
